Closed Time,Created Time,Department,Ticket Id,Due by Time,First Response Time (in Hrs),First Response Status,Group,Impact,Priority,Requester Email,Resolution Status,Resolution Time (in Hrs),Agent,Type,Urgency
2022-02-27 10:35:09,2022-02-02 12:41:17,Center for Career and Calling,86421,2022-03-15 12:04:00,01:15:17,Within SLA,SD - FT - Card System (Transact),Low,Low,9185,Within SLA,22:56:08,7107,Incident,Low
2022-02-02 15:16:17,2022-02-02 12:44:37,Institutional Advancement and Development,86422,2022-02-11 12:44:38,02:31:38,Within SLA,SD - DC - Graphic Design,Low,Medium,1912,Within SLA,02:31:40,7107,Service Request,Low
2022-06-30 12:34:54,2022-02-02 13:54:57,Admissions,86423,2022-02-17 13:00:00,59:37:20,SLA Violated,SD - ES - Event Support,Low,High,2181,SLA Violated,925:21:24,7107,Service Request,Low
2022-02-10 11:35:05,2022-02-02 14:04:05,Music,86424,2022-02-14 14:07:05,00:02:17,Within SLA,SD - FT - Employee Software Support,Low,Medium,3383,Within SLA,42:28:25,7274,Incident,Low
2022-02-08 08:34:38,2022-02-02 14:10:16,Communication and Theatre Arts,86425,2022-02-23 14:45:37,02:28:10,Within SLA,SD - FT - Employee Software Support,Low,Low,8215,Within SLA,20:49:44,7274,Incident,Low
2022-08-26 22:34:23,2022-02-02 14:10:24,Art and Design,86426,2022-02-04 14:10:24,22:38:53,Within SLA,SD - FT - Employee Software Support,Low,Urgent,2678,SLA Violated,1289:49:36,7274,Incident,Low
2022-02-03 15:34:54,2022-02-02 14:13:59,Center for Academic Excellence,86427,2022-02-23 14:41:54,00:53:25,Within SLA,SD - FT - Card System (Transact),Low,Low,8062,Within SLA,00:53:25,7107,Incident,Low
2022-02-02 14:50:12,2022-02-02 14:50:11,,86428,2022-03-16 14:50:12,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:01,3588,Incident,Low
2022-02-12 10:34:57,2022-02-02 15:16:03,Student Life,86429,2022-02-14 13:00:00,00:00:00,,SD - ES - Event Support,Low,Medium,2668,Within SLA,58:00:11,7107,Incident,Low
2022-02-18 11:35:12,2022-02-02 16:51:31,Registrar,86430,2022-04-08 12:10:49,00:00:00,,NT - General,Medium,Low,2965,Within SLA,93:25:18,3588,Incident,Low
2023-02-01 17:34:52,2022-02-02 16:52:20,Facilities,86431,2022-02-04 16:52:20,00:04:42,Within SLA,SD - FT - Employee Mobile Devices ,Low,Urgent,3044,SLA Violated,2259:06:20,7274,Incident,Low
2022-02-02 17:30:12,2022-02-02 17:30:11,,86432,2022-03-16 17:00:00,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:00,3588,Incident,Low
2022-02-08 08:34:38,2022-02-02 22:54:40,Information Technology Services,86433,2022-02-24 08:31:38,00:00:00,,SD - FT - Employee Software Support,Low,Low,3761,Within SLA,18:03:39,7274,Incident,Low
2022-02-03 02:11:18,2022-02-03 02:11:18,,86434,2022-02-22 17:00:00,00:00:00,,System Inbox (Waiting to be Assigned),Low,Low,9951,Within SLA,00:00:00,7107,Incident,Low
2022-02-08 08:34:40,2022-02-03 04:33:45,Information Technology Services,86435,2022-02-24 08:30:39,00:00:00,,SD - FT - Employee Software Support,Low,Low,3761,Within SLA,18:04:22,7274,Incident,Low
2022-02-08 08:34:40,2022-02-03 05:08:06,Information Technology Services,86436,2022-02-24 08:30:40,00:00:00,,SD - FT - Employee Software Support,Low,Low,3761,Within SLA,18:04:55,7274,Incident,Low
2022-02-03 06:32:12,2022-02-03 06:32:11,,86437,2022-03-16 17:00:00,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:00,3588,Incident,Low
2022-02-03 17:34:58,2022-02-03 07:59:09,Information Technology Services,86438,2022-02-04 17:00:00,00:00:00,,NT - General,Medium,High,2101,Within SLA,09:00:00,7107,Incident,High
2022-02-08 16:35:01,2022-02-03 09:19:12,"Safety, Security, and Switchboard",86439,2022-02-24 09:22:01,00:00:00,,SD - FT - Refunds and E-Texts,Medium,Low,5662,Within SLA,25:13:03,7107,Incident,Low
2022-02-03 10:30:12,2022-02-03 10:30:11,,86440,2022-03-17 10:30:12,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:01,3588,Incident,Low
2022-02-08 08:34:41,2022-02-03 11:51:42,Information Technology Services,86441,2022-02-24 12:21:41,00:00:00,,SD - FT - Employee Software Support,Low,Low,3761,Within SLA,14:13:52,7274,Incident,Low
2022-02-03 12:30:13,2022-02-03 12:30:11,,86442,2022-03-17 12:30:13,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:02,3588,Incident,Low
2022-02-08 08:34:42,2022-02-03 13:41:25,,86443,2022-02-24 14:16:42,00:00:00,,System Inbox (Waiting to be Assigned),Low,Low,5729,Within SLA,12:18:35,7107,Incident,Low
2022-02-03 14:50:10,2022-02-03 14:50:09,,86444,2022-03-17 14:50:10,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:01,3588,Incident,Low
2022-02-03 17:30:11,2022-02-03 17:30:10,,86445,2022-03-17 17:00:00,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:00,3588,Incident,Low
2022-02-08 08:34:43,2022-02-03 21:42:10,Information Technology Services,86446,2022-02-25 08:28:43,00:00:00,,SD - FT - Employee Software Support,Low,Low,3761,Within SLA,09:06:11,7274,Incident,Low
2022-02-08 08:34:44,2022-02-03 22:48:00,Information Technology Services,86447,2022-02-25 08:28:44,00:00:00,,SD - FT - Employee Software Support,Low,Low,3761,Within SLA,09:06:49,7274,Incident,Low
2022-02-07 09:55:28,2022-02-04 00:00:32,Information Technology Services,86448,2022-02-24 08:00:50,00:00:00,,SD - FT - Employee Hardware Support,Low,Low,3761,Within SLA,10:55:27,7274,Incident,Low
2022-02-04 02:11:22,2022-02-04 02:11:22,,86449,2022-02-23 17:00:00,00:00:00,,System Inbox (Waiting to be Assigned),Low,Low,9951,Within SLA,00:00:00,7107,Incident,Low
2022-02-04 06:30:54,2022-02-04 06:30:53,,86450,2022-03-17 17:00:00,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:00,3588,Incident,Low
2022-02-12 15:35:06,2022-02-04 07:59:04,,86451,2022-02-15 15:34:00,15:57:45,Within SLA,SD - SS - Student Support,Low,Medium,5722,Within SLA,46:26:09,7107,Incident,Low
2022-02-04 17:34:50,2022-02-04 07:59:26,Information Technology Services,86452,2022-02-07 17:00:00,00:00:00,,NT - General,Medium,High,2101,Within SLA,09:00:00,2168,Incident,High
2022-02-16 11:35:16,2022-02-04 09:00:25,Strategic Communications,86453,2022-02-15 09:00:25,65:11:07,SLA Violated,SD - DC - Graphic Design,Low,Medium,5310,SLA Violated,65:11:07,7107,Incident,Low
2022-02-04 10:30:12,2022-02-04 10:30:11,,86454,2022-03-18 10:30:12,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:01,3588,Incident,Low
2022-02-04 12:30:17,2022-02-04 12:30:15,,86455,2022-03-18 12:30:17,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:02,3588,Incident,Low
2022-02-12 10:34:58,2022-02-04 14:16:36,Student Life,86456,2022-02-16 12:00:00,00:00:00,,SD - ES - Event Support,Low,Medium,2668,Within SLA,41:00:04,9243,Incident,Low
2022-02-08 08:34:45,2022-02-04 14:17:21,,86457,2022-02-25 14:42:45,00:00:00,,System Inbox (Waiting to be Assigned),Low,Low,6803,Within SLA,02:52:25,7107,Incident,Low
2022-02-08 08:34:46,2022-02-04 14:21:18,,86458,2022-02-25 14:46:46,00:00:00,,System Inbox (Waiting to be Assigned),Low,Low,6803,Within SLA,02:48:15,7107,Incident,Low
2022-02-08 11:34:58,2022-02-04 14:24:55,Strategic Communications,86459,2023-07-11 15:07:58,05:27:16,Within SLA,AD - WWW,Medium,Low,1056,Within SLA,05:27:27,5077,Incident,Low
2022-02-04 14:50:11,2022-02-04 14:50:10,,86460,2022-03-18 14:50:11,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:01,3588,Incident,Low
2022-02-04 17:30:10,2022-02-04 17:30:09,,86461,2022-03-18 17:00:00,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:00,3588,Incident,Low
2022-02-05 02:11:23,2022-02-05 02:11:22,,86462,2022-02-24 17:00:00,00:00:00,,System Inbox (Waiting to be Assigned),Low,Low,9951,Within SLA,00:00:00,7107,Incident,Low
2022-02-07 09:51:09,2022-02-06 00:01:42,Information Technology Services,86463,2022-02-25 08:00:05,00:00:00,,SD - FT - Employee Hardware Support,Low,Low,3761,Within SLA,01:51:08,7274,Incident,Low
2022-02-07 09:55:53,2022-02-06 07:00:13,Information Technology Services,86464,2022-02-25 08:00:47,00:00:00,,SD - FT - Technician Assistants,Low,Low,3761,Within SLA,01:55:53,7274,Service Request,Low
2022-02-08 08:34:47,2022-02-06 08:18:51,Information Technology Services,86465,2022-04-06 09:07:45,00:00:00,,System Inbox (Waiting to be Assigned),Low,Low,3761,Within SLA,00:00:00,7107,Incident,Low
2022-08-12 10:35:18,2022-02-06 11:27:24,School of Education,86466,2023-07-12 08:42:15,00:00:00,,ID - General Support,Low,Low,5295,Within SLA,1171:53:41,8035,Incident,Low
2022-02-25 17:35:09,2022-02-06 14:09:19,Strategic Communications,86467,2022-02-10 17:00:00,00:00:00,,SD - FT - Employee Hardware Support,Low,High,7642,SLA Violated,125:40:32,7274,Incident,Low
2022-02-11 11:34:59,2022-02-06 18:00:28,,86468,2022-03-24 09:49:59,10:45:06,Within SLA,NT - General,Medium,Low,1413,Within SLA,10:45:06,3588,Incident,Low
2022-02-11 11:35:00,2022-02-06 18:02:27,,86469,2022-03-24 09:49:00,10:46:06,Within SLA,NT - General,Medium,Low,6589,Within SLA,10:46:07,3588,Incident,Low
2022-02-07 02:11:32,2022-02-07 02:11:31,,86470,2022-02-24 17:00:00,00:00:00,,System Inbox (Waiting to be Assigned),Low,Low,9951,Within SLA,00:00:00,7107,Incident,Low
2022-02-07 04:30:18,2022-02-07 04:30:16,,86471,2022-03-18 17:00:00,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:00,3588,Incident,Low
2022-02-07 06:30:53,2022-02-07 06:30:53,,86472,2022-03-18 17:00:00,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:00,3588,Incident,Low
2022-03-02 11:34:51,2022-02-07 07:00:17,,86473,2022-02-24 17:00:00,00:00:00,,SD - FT - Technician Assistants,Low,Low,4741,SLA Violated,146:35:28,7107,Service Request,Low
2022-02-07 17:35:13,2022-02-07 08:00:03,Information Technology Services,86474,2022-02-09 08:00:04,00:00:00,,NT - General,Medium,High,2101,Within SLA,08:59:57,2168,Incident,High
2022-02-12 17:35:23,2022-02-07 08:34:43,Student Life,86475,2022-02-16 08:35:00,44:25:17,SLA Violated,SD - ES - Event Support,Low,Medium,2668,Within SLA,44:25:17,7107,Incident,Low
2022-02-08 19:43:12,2022-02-07 09:56:18,Admissions,86476,2022-02-16 09:56:20,06:50:42,Within SLA,SD - DC - Graphic Design,Low,Medium,9255,Within SLA,16:03:42,7107,Service Request,Low
2022-02-16 17:34:39,2022-02-07 10:27:32,Admissions,86477,2022-02-17 10:31:00,56:39:49,SLA Violated,SD - FT - Employee Hardware Support,Low,Medium,8812,Within SLA,60:29:01,7274,Incident,Low
2022-02-07 10:30:11,2022-02-07 10:30:09,,86478,2022-03-21 10:30:11,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:02,3588,Incident,Low
2022-04-01 18:34:21,2022-02-07 10:34:58,Human Resources,86479,2022-02-16 10:34:58,05:47:55,Within SLA,SD - FT - Employee Lifecycle,Low,Medium,6236,SLA Violated,348:25:02,7107,Incident,Low
2022-02-07 10:58:00,2022-02-07 10:52:02,,86480,2022-02-25 10:52:02,00:00:00,,System Inbox (Waiting to be Assigned),Low,Low,7477,Within SLA,00:05:58,7107,Incident,Low
2022-02-09 12:35:11,2022-02-07 11:05:24,Facilities,86481,2022-02-28 11:50:11,04:06:08,Within SLA,SD - FT - Employee Hardware Support,Low,Low,2864,Within SLA,09:45:24,7274,Incident,Low
2022-02-15 11:35:28,2022-02-07 11:49:45,Student Life,86482,2023-07-12 12:26:28,05:10:15,Within SLA,AD - General,Low,Low,2309,Within SLA,44:09:03,2741,Incident,Low
2022-02-12 17:35:24,2022-02-07 11:55:46,Student Life,86483,2022-02-16 11:56:00,41:04:14,SLA Violated,SD - ES - Event Support,Low,Medium,2668,Within SLA,41:04:14,9243,Incident,Low
2022-02-07 12:30:13,2022-02-07 12:30:11,,86484,2022-03-21 12:30:13,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:02,3588,Incident,Low
2022-02-07 14:26:46,2022-02-07 12:32:33,School of Education,86485,2022-02-25 12:33:09,00:00:00,,SD - FT - Employee Hardware Support,Low,Low,5842,Within SLA,01:54:13,7107,Incident,Low
2022-02-08 13:34:59,2022-02-07 13:14:05,Information Technology Services,86486,2022-02-28 13:31:59,00:00:00,,System Inbox (Waiting to be Assigned),Low,Low,3761,Within SLA,00:03:39,7107,Incident,Low
2022-02-07 16:51:26,2022-02-07 13:39:08,,86487,2022-02-16 13:39:11,03:12:12,Within SLA,SD - DC - Graphic Design,Low,Medium,7390,Within SLA,03:12:18,7107,Service Request,Low
2022-02-12 17:35:24,2022-02-07 13:41:40,,86488,2022-02-25 13:42:00,39:18:20,SLA Violated,SD - ES - Event Support,Low,Low,7390,Within SLA,39:18:20,7107,Incident,Low
2022-02-22 20:35:01,2022-02-07 13:48:29,Center for Career and Calling,86489,2022-02-11 13:48:29,09:05:21,Within SLA,SD - LS - Setups,Low,High,9185,SLA Violated,93:11:31,9243,Service Request,Low
2022-02-09 19:34:47,2022-02-07 13:51:34,Social Science and History,86490,2022-02-28 13:52:00,00:31:32,Within SLA,SD - SS - Discovery & Zoom,Low,Low,7013,Within SLA,12:08:26,8035,Incident,Low
2022-02-11 10:34:38,2022-02-07 14:40:20,,86491,2022-03-24 15:46:37,03:48:53,Within SLA,NT - General,Medium,Low,1860,Within SLA,03:48:54,3588,Incident,Low
2022-02-10 16:35:17,2022-02-07 14:46:45,,86492,2022-03-02 16:26:16,10:42:09,Within SLA,SD - SS - Student Support,Low,Low,1860,Within SLA,00:09:10,7107,Incident,Low
2022-02-23 11:34:57,2022-02-07 14:47:46,"School of Science, Health, and Mathematics",86493,2022-03-04 20:00:00,00:00:00,,SD - SS - Checkouts,Low,High,3202,Within SLA,95:34:29,7107,Service Request,High
2022-02-07 14:52:00,2022-02-07 14:51:59,,86494,2022-03-21 14:52:00,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:01,3588,Incident,Low
2022-06-30 12:34:55,2022-02-07 15:22:00,"School of Science, Health, and Mathematics",86495,2022-04-21 15:00:00,31:00:19,SLA Violated,SD - ES - Event Support,Low,High,3202,SLA Violated,897:02:34,7107,Service Request,Low
2022-03-09 19:34:53,2022-02-07 15:23:56,"School of Science, Health, and Mathematics",86496,2022-03-04 20:00:00,00:00:00,,SD - SS - Checkouts,Low,Low,3202,SLA Violated,190:36:04,7107,Service Request,High
2022-02-09 13:34:57,2022-02-07 16:08:56,Institutional Research and Effectiveness,86497,2022-02-28 16:10:57,00:00:00,,SD - FT - Employee Hardware Support,Low,Low,6236,Within SLA,06:24:01,7274,Incident,Low
2022-03-30 15:35:07,2022-02-07 16:08:58,Institutional Research and Effectiveness,86498,2022-03-15 08:00:00,27:31:38,SLA Violated,NT - General,Medium,Urgent,6236,SLA Violated,323:12:01,3588,Incident,Low
2022-02-10 15:34:30,2022-02-07 16:08:59,Institutional Research and Effectiveness,86499,2023-07-12 16:17:29,00:00:00,,AD - General,Low,Low,6236,Within SLA,17:17:03,8674,Incident,Low
2022-02-07 17:30:14,2022-02-07 17:30:13,,86500,2022-03-21 17:00:00,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:00,3588,Incident,Low
2022-02-09 10:35:04,2022-02-07 18:08:53,Psychology,86501,2022-02-18 08:10:04,00:00:00,Within SLA,SD - FT - Employee Hardware Support,Low,Medium,6738,Within SLA,02:25:35,7107,Incident,Low
2022-02-26 09:35:03,2022-02-07 19:08:51,School of Education,86502,2022-02-11 17:00:00,48:02:41,SLA Violated,SD - FT - Employee Software Support,Low,High,1649,SLA Violated,117:43:01,7107,Incident,Low
2022-06-07 11:34:32,2022-02-07 20:14:36,Information Technology Services,86503,2022-02-11 17:00:00,00:00:00,,SD - LS - Maintenance and Deployments,Low,High,3761,SLA Violated,740:54:03,9243,Incident,Low
2022-02-08 07:42:47,2022-02-08 00:00:22,Information Technology Services,86504,2022-02-25 17:00:00,00:00:00,,System Inbox (Waiting to be Assigned),Low,Low,3761,Within SLA,00:00:00,7107,Incident,Low
2022-02-08 02:11:32,2022-02-08 02:11:32,,86505,2022-02-25 17:00:00,00:00:00,,System Inbox (Waiting to be Assigned),Low,Low,9951,Within SLA,00:00:00,7107,Incident,Low
2022-02-08 06:30:53,2022-02-08 06:30:52,,86506,2022-03-21 17:00:00,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:00,3588,Incident,Low
2022-02-08 17:34:45,2022-02-08 07:59:11,Information Technology Services,86507,2022-02-09 17:00:00,00:00:00,,NT - General,Medium,High,2101,Within SLA,09:00:00,7107,Incident,High
2022-02-10 09:35:38,2022-02-08 09:03:51,Institutional Advancement and Development,86508,2022-03-01 09:47:38,05:43:21,Within SLA,SD - FT - Employee Mobile Devices ,Low,Low,8650,Within SLA,08:48:32,7107,Incident,Low
2022-04-20 21:34:40,2022-02-08 09:29:23,Human Resources,86509,2022-02-14 09:29:23,00:00:00,,SD - FT - Employee Lifecycle,Low,High,8912,SLA Violated,448:30:37,7107,Incident,Low
2022-02-09 12:35:11,2022-02-08 09:30:22,Human Resources,86510,2022-03-01 10:06:11,00:00:00,,SD - FT - Refunds and E-Texts,Low,Low,4050,Within SLA,02:29:42,7107,Incident,Low
2022-07-16 14:34:52,2022-02-08 09:40:11,Strategic Communications,86511,2022-02-14 09:40:11,00:54:51,Within SLA,SD - LS - Maintenance and Deployments,Low,High,9948,SLA Violated,994:24:01,9243,Incident,Low
2022-02-09 10:35:05,2022-02-08 09:49:36,Music,86512,2022-03-01 10:19:05,00:00:00,,SD - FT - Employee Software Support,Low,Low,3383,Within SLA,00:16:12,7274,Incident,Low
2022-03-12 15:34:16,2022-02-08 10:02:26,School of Education,86513,2022-02-14 10:02:26,21:43:36,Within SLA,SD - FT - Employee Hardware Support,Low,High,9323,SLA Violated,212:23:20,7107,Incident,Low
2022-04-01 17:34:43,2022-02-08 10:20:19,Christian Studies and Philosophy,86514,2022-02-14 10:20:19,22:38:23,Within SLA,SD - FT - Employee Software Support,Low,High,1522,SLA Violated,339:39:41,7107,Incident,Low
2022-02-12 10:34:59,2022-02-08 10:20:34,Center for Wholeness and Wellness,86515,2022-03-25 09:44:00,07:16:07,Within SLA,NT - General,Medium,Low,1521,Within SLA,07:16:08,3588,Incident,Low
2022-02-15 10:12:45,2022-02-08 10:22:24,Information Technology Services,86516,2022-03-04 11:54:22,00:00:00,,System Inbox (Waiting to be Assigned),Low,Low,6617,Within SLA,07:18:59,7107,Incident,Low
2022-02-08 10:30:14,2022-02-08 10:30:12,,86517,2022-03-22 10:30:14,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:01,3588,Incident,Low
2022-02-08 11:55:38,2022-02-08 10:33:55,Information Technology Services,86518,2022-02-28 10:33:57,00:00:00,,SD - FT - Employee Hardware Support,Low,Low,6617,Within SLA,01:21:43,7274,Incident,Low
2022-04-20 21:34:40,2022-02-08 11:04:55,,86519,2022-02-17 11:04:55,14:20:21,Within SLA,SD - SS - Discovery & Zoom,Low,Medium,7358,SLA Violated,420:26:52,8035,Incident,Low
2022-02-11 17:34:31,2022-02-08 11:05:30,Human Resources,86520,2022-03-01 11:20:00,00:00:00,,SD - FT - Employee Lifecycle,Low,Low,4642,Within SLA,23:40:56,7107,Incident,Low
2022-04-01 10:34:50,2022-02-08 11:32:04,Admissions,86521,2022-02-14 11:32:04,02:28:49,Within SLA,SD - FT - Employee Hardware Support,Low,High,8912,SLA Violated,331:47:07,7274,Incident,Low
2022-03-03 10:35:04,2022-02-08 11:32:06,Admissions,86522,2022-02-09 10:32:06,71:17:47,SLA Violated,NT - General,Medium,Urgent,8912,SLA Violated,142:37:46,3588,Incident,Low
2022-04-08 18:34:39,2022-02-08 11:32:07,Admissions,86523,2023-07-14 09:25:00,07:38:09,Within SLA,AD - General,Low,Low,8912,Within SLA,376:35:00,8674,Incident,Low
2022-02-09 17:34:59,2022-02-08 11:37:09,School of Education,86524,2022-03-01 11:40:00,00:00:00,,SD - FT - Employee Hardware Support,Low,Low,4642,Within SLA,05:20:20,7107,Incident,Low
2022-02-11 17:34:32,2022-02-08 11:37:11,School of Education,86525,2022-02-09 10:37:11,00:00:00,,NT - General,Medium,Urgent,4642,SLA Violated,23:05:45,3588,Incident,Low
2022-02-09 16:35:26,2022-02-08 11:37:12,School of Education,86526,2023-07-13 11:48:26,00:00:00,,AD - General,Low,Low,4642,Within SLA,04:47:43,2741,Incident,Low
2022-02-22 20:35:01,2022-02-08 11:51:04,Institutional Advancement and Development,86528,2022-02-10 23:59:59,00:00:00,,SD - LS - Setups,Low,High,1912,SLA Violated,86:08:56,9243,Service Request,Low
2022-02-08 12:30:12,2022-02-08 12:30:10,,86529,2022-03-22 12:30:12,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:02,3588,Incident,Low
2022-02-10 18:34:56,2022-02-08 12:31:33,,86530,2022-03-01 12:32:00,04:28:27,Within SLA,SD - SS - Discovery & Zoom,Low,Low,9487,Within SLA,13:28:27,7107,Incident,Low
2022-02-09 13:34:59,2022-02-08 12:39:46,,86531,2022-03-01 13:04:59,00:06:34,Within SLA,SD - SS - Student Support,Low,Low,5871,Within SLA,00:30:32,7107,Incident,Low
2022-02-09 14:35:06,2022-02-08 12:57:26,Center for Career and Calling,86532,2022-03-01 13:48:05,00:10:03,Within SLA,SD - FT - Employee Software Support,Low,Low,9185,Within SLA,00:47:54,7107,Incident,Low
2022-02-09 13:35:00,2022-02-08 13:10:30,Information Technology Services,86533,2022-03-01 13:34:00,00:00:00,,System Inbox (Waiting to be Assigned),Low,Low,3761,Within SLA,00:01:15,7107,Incident,Low
2022-06-30 12:34:56,2022-02-08 13:42:24,,86534,2022-02-18 17:30:00,25:01:58,Within SLA,SD - ES - Event Support,Low,Medium,7700,SLA Violated,889:36:00,9243,Service Request,Low
2022-03-11 16:34:46,2022-02-08 13:57:20,Facilities,86535,2022-02-14 13:57:20,57:02:40,SLA Violated,SD - FT - Employee Software Support,Low,High,2723,SLA Violated,181:30:30,7274,Incident,Low
2022-03-01 14:34:22,2022-02-08 14:44:01,Residence Life,86536,2022-02-14 14:44:01,29:15:58,Within SLA,SD - ES - Event Support,Low,High,6276,SLA Violated,125:40:26,7107,Incident,Low
2022-02-08 14:50:10,2022-02-08 14:50:09,,86537,2022-03-22 14:50:10,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:01,3588,Incident,Low
2022-03-05 10:34:24,2022-02-08 15:11:51,Athletics,86538,2022-03-25 14:29:00,00:13:36,Within SLA,NT - Phones,Medium,Low,9367,Within SLA,137:31:16,3588,Incident,Low
2023-04-25 15:34:34,2022-02-08 15:21:12,Information Technology Services,86539,2022-03-01 15:21:00,00:00:00,,NT - General,Medium,Low,5182,SLA Violated,2744:30:15,2168,Incident,Low
2022-03-31 15:38:53,2022-02-08 15:54:04,Adult Professional Studies,86540,2022-02-14 15:54:04,90:15:02,SLA Violated,SD - FT - Employee Hardware Support,Low,High,9507,SLA Violated,332:44:49,7274,Incident,Low
2022-02-19 13:35:09,2022-02-08 16:20:03,Admissions,86541,2022-04-15 11:18:53,08:33:08,Within SLA,NT - General,Medium,Low,8912,Within SLA,49:17:59,3588,Incident,Low
,2022-02-08 16:50:01,Social Science and History,86542,2023-07-12 16:50:21,00:09:58,Within SLA,ID - General Support,Low,High,1687,,,8035,Incident,Low
2022-03-07 14:34:58,2022-02-08 17:03:09,Admissions,86543,2022-03-24 08:47:58,158:47:44,SLA Violated,NT - Phones,Medium,Low,8912,Within SLA,158:47:45,3588,Incident,Low
2022-02-08 17:30:11,2022-02-08 17:30:10,,86544,2022-03-22 17:00:00,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:00,3588,Incident,Low
2022-02-08 18:04:29,2022-02-08 17:57:08,Financial Aid,86545,2022-02-28 17:00:00,00:00:00,,SD - FT - Employee Software Support,Low,Low,5561,Within SLA,00:00:00,7274,Incident,Low
2022-02-09 02:11:39,2022-02-09 02:11:39,,86546,2022-02-28 17:00:00,00:00:00,,System Inbox (Waiting to be Assigned),Low,Low,9951,Within SLA,00:00:00,7107,Incident,Low
2022-02-09 06:30:53,2022-02-09 06:30:52,,86547,2022-03-22 17:00:00,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:00,3588,Incident,Low
2022-03-02 11:34:51,2022-02-09 07:00:15,Facilities,86548,2022-02-28 17:00:00,00:00:00,,SD - FT - Technician Assistants,Low,Low,5121,SLA Violated,128:35:17,7107,Service Request,Low
2022-02-09 17:35:07,2022-02-09 08:00:01,Information Technology Services,86549,2022-02-11 08:00:03,00:00:00,,NT - General,Medium,High,2101,Within SLA,08:59:59,2168,Incident,High
2022-02-16 11:35:17,2022-02-09 08:06:48,Art and Design,86550,2022-03-02 08:24:16,36:56:46,SLA Violated,SD - FT - Employee Software Support,Low,Low,9975,Within SLA,39:11:22,7274,Incident,Low
2022-02-10 18:34:57,2022-02-09 08:10:17,,86551,2022-03-02 08:11:00,00:04:52,Within SLA,SD - SS - Student Support,Low,Low,1761,Within SLA,08:49:43,7107,Incident,Low
2022-02-12 17:35:25,2022-02-09 08:16:34,Center for Wholeness and Wellness,86552,2022-03-01 08:17:00,26:43:26,Within SLA,SD - ES - Event Support,Low,Low,5507,Within SLA,26:43:26,9243,Incident,Low
2022-03-23 10:35:17,2022-02-09 08:30:07,Controller's Office,86553,2022-02-15 08:30:07,07:32:28,Within SLA,SD - FT - Employee Hardware Support,Low,High,4160,SLA Violated,262:16:09,7107,Incident,Low
2022-02-12 10:35:00,2022-02-09 08:47:49,Student Life,86554,2022-02-18 15:15:00,00:00:00,,SD - ES - Event Support,Low,Medium,2668,Within SLA,19:45:35,7107,Incident,High
2022-02-12 14:34:36,2022-02-09 08:51:04,"School of Science, Health, and Mathematics",86555,2022-04-21 10:34:54,00:00:00,,NT - General,Medium,Low,6811,Within SLA,23:01:39,3588,Incident,Low
2022-03-02 16:35:19,2022-02-09 09:43:42,Financial Aid,86556,2023-08-03 16:16:19,00:00:00,,AD - CampusVue,Low,Low,6626,Within SLA,00:19:24,6342,Incident,Low
2022-02-10 11:35:06,2022-02-09 10:15:22,Information Technology Services,86557,2022-03-24 10:57:06,00:17:54,Within SLA,NT - General,Medium,Low,8948,Within SLA,00:38:14,3588,Incident,Low
2022-02-09 10:30:13,2022-02-09 10:30:12,,86558,2022-03-23 10:30:13,00:00:00,,NT - General,Medium,Low,7401,Within SLA,00:00:01,3588,Incident,Low
2022-02-10 11:35:08,2022-02-09 10:34:06,,86559,2022-03-02 10:44:07,00:00:00,,SD - SS - Student Support,Low,Low,1354,Within SLA,00:51:01,7107,Incident,Low
2022-05-12 16:35:09,2022-02-09 10:53:45,"Media, Journalism, and Digital Storytelling",86560,2022-02-15 10:53:45,34:05:58,Within SLA,SD - FT - Employee Hardware Support,Low,High,7822,SLA Violated,581:16:16,7274,Incident,Low
2022-03-31 11:35:00,2022-02-09 10:55:04,Art and Design,86561,2022-02-15 10:55:04,134:17:47,SLA Violated,SD - FT - Employee Hardware Support,Low,High,4380,SLA Violated,315:32:09,7274,Incident,Low
